disease,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy,Energy,yellow_ratio,skewness_x,skewness_y,kurtosis_x,kurtosis_y
2,42.40466309,52.39361572,35.17842102,56.29053123,67.49100737,49.06873945,394.1002746,0.948716404,0.559378277,7.499844889,0.501884572,0,0.183945745,-0.313208754,2.328145548,2.319023944
8,19.09666443,31.3536377,15.92123413,36.32449172,55.75140079,31.88610776,186.6972612,0.957800558,0.710926978,5.136998108,0.661709047,0,-0.246969433,-0.114736344,2.462418319,2.311955362
3,27.65682983,40.49346924,25.15405273,38.70272643,54.61525015,37.48565169,146.020606,0.967945905,0.592763399,6.891179335,0.507386622,0,0.136622523,0.024147699,2.126068411,1.836467272
4,16.66368103,21.2646637,12.3380127,37.16257293,45.51610614,28.95388925,127.7762669,0.962089253,0.778127278,4.059674145,0.72802517,0,-0.317415629,0.110840515,2.391511753,2.507040983
6,20.67741394,31.05496216,15.12702942,40.74786918,57.57836272,31.14636759,135.62453,0.972255617,0.72667254,4.88834795,0.671745638,0,-0.351258141,-0.468341776,2.777550153,2.525409398
0,44.164505,64.33714294,49.10983276,45.02950616,62.73565362,49.23023822,159.0978557,0.974428216,0.452767296,8.750142207,0.365439687,0,0.364660904,0.044300613,2.269030178,2.111522
9,29.68507385,44.49291992,28.56100464,39.77910681,56.38431619,37.31415417,124.8706642,0.974073909,0.590026058,6.881175893,0.515589841,0,0.323544241,-0.068452182,2.000096964,2.207266354
9,20.31404114,31.79618835,20.19041443,38.00421033,52.71252711,35.60575241,278.8711426,0.934539827,0.667927521,5.827822617,0.618137637,0,0.227789613,-0.189930467,2.36834891,2.194227702
8,22.74336243,36.58152771,16.82763672,39.214432,59.26894496,30.89698237,208.1989406,0.958049477,0.675528922,5.696121773,0.618137874,0,-0.124876714,-0.191171384,2.258543849,2.318775582
2,35.47518921,43.35383606,30.80821228,52.28566239,62.32913728,46.85269593,337.797282,0.94904774,0.60062183,6.820606161,0.541831725,0,0.034087098,-0.090202331,2.256920716,2.35192038
6,23.87272644,38.32962036,27.11846924,38.26128015,54.52235466,41.47195741,392.6979141,0.914661449,0.600377076,6.851212425,0.547419859,0,-0.143648273,-0.173651235,2.056996556,2.267791744
4,29.00866699,43.37434387,27.84255981,42.56629012,58.57552753,39.53308372,204.9519794,0.961293979,0.591301724,6.977805845,0.527541746,0,0.091544273,-0.22679111,2.276017938,2.140745316
0,36.14508057,55.14309692,44.8714447,35.70386149,52.48500298,43.36851394,126.7022047,0.970363059,0.477202685,8.106896775,0.373898347,0,-0.107948052,-0.195873112,2.157440798,2.081297612
0,29.34165955,42.03231812,36.07725525,37.24795074,51.56178763,45.45672156,100.2039296,0.976896957,0.575148546,7.017315686,0.493339594,0,0.061125759,0.009347139,2.265856398,2.04935808
3,42.19454956,62.73216248,45.8926239,48.76701731,66.10652715,52.62245232,224.9493173,0.967755929,0.469648732,8.772716218,0.378360282,0,0.151678644,0.074910778,1.955976165,2.08633282
7,29.89918518,42.43391418,29.040802,42.92160178,57.71100331,42.34403304,202.6584065,0.96176838,0.597216116,6.918418141,0.517894394,0,-0.198013032,-0.145363915,2.165896152,2.198515774
1,38.02615356,54.52885437,39.72764587,39.93180206,53.69610526,41.83188475,224.1458414,0.951484789,0.439120733,8.985569993,0.355842938,0,-0.088471671,0.018759807,2.232300805,2.164260976
3,37.9682312,47.43341064,34.24163818,52.0650439,63.13968267,47.66264644,202.1798645,0.969747886,0.573938918,7.244997526,0.496235598,0,-0.187202544,0.023206082,2.053579478,2.172850105
2,38.50712585,50.04026794,33.85017395,50.59926988,65.18024007,44.56841443,104.8624737,0.984679501,0.631146655,5.920584773,0.555665526,0,0.099446084,-0.302592961,2.229501546,2.111962545
6,20.12538147,30.95230103,18.37088013,34.98475724,51.83207363,31.96688545,153.6618013,0.96118804,0.706640003,5.051641398,0.655400782,0,-0.183334053,-0.311941275,2.4082671,2.20231422
6,25.49783325,45.55110168,35.01347351,34.51394895,52.76641545,43.53964936,355.5664163,0.915909852,0.495498714,8.381404026,0.423925447,0,-0.063479794,-0.27932462,2.169450356,2.339281489
7,29.11949158,46.54096985,29.12608337,41.53960602,60.86397858,42.72339845,235.9694553,0.95772861,0.564765833,7.397157388,0.486215337,0,0.209032503,-0.198641257,2.232397887,2.038055669
7,33.26029968,45.32455444,32.07804871,51.99853639,65.76064928,50.81569922,471.3406217,0.934287622,0.595961013,7.094237135,0.528940354,0,-0.02805993,-0.41402451,2.615236365,2.083699797
0,30.95289612,45.43373108,34.95857239,37.10573699,52.95798053,41.64035283,113.5797535,0.974116324,0.57197664,6.939536503,0.482797106,0,0.126867394,-0.130969286,2.169417798,2.158556046
1,23.98817444,26.57931519,17.19117737,41.72456834,45.89928319,31.84288022,190.6695337,0.948106472,0.655676247,5.931611761,0.582466851,0,-0.021348248,-0.190630881,2.458025914,2.592416205
7,29.71966553,40.24841309,26.72677612,46.0805807,59.32881914,41.91437879,328.057961,0.942376,0.606451082,6.80953065,0.527812835,0,-0.1118726,-0.24228693,2.618532916,2.038352998
9,31.58908081,50.60765076,24.85778809,40.55273658,58.40409652,33.10787039,153.8423086,0.969025997,0.528894266,7.859315067,0.450797395,0,-0.069491194,0.039592381,1.878617616,2.249022866
7,33.2024231,47.41645813,37.40623474,43.18445585,59.10074131,47.95874091,231.5592137,0.958822582,0.549386282,7.530788797,0.468624622,0,0.102024928,0.01760205,2.229214846,2.198445077
6,23.16960144,37.90733337,28.26023865,41.4751012,60.3170897,48.6892523,357.2915077,0.936919765,0.632690086,6.471678973,0.567649912,0,-0.190247824,-0.173929387,2.231177148,2.237537898
6,25.74650574,36.33027649,25.25695801,41.64903975,56.68883242,41.24414406,182.9229239,0.96401444,0.661875266,5.844243098,0.607337345,0,-0.15453444,-0.234043483,2.198736734,2.261585468
7,32.48651123,57.33023071,32.02766418,42.06049243,62.21170829,42.21083246,354.2894631,0.93794978,0.458179922,9.013247111,0.376882005,0,-0.081957963,-0.101428797,2.257857534,1.969552521
9,18.77804565,28.43208313,15.36654663,37.55714751,53.6421653,31.49521342,127.800671,0.970068422,0.730988219,4.795970255,0.683195021,0,-0.336212643,0.062448429,2.975609398,1.900857465
2,31.11465454,40.43086243,23.74208069,48.27866733,60.44834305,39.43799551,345.1534611,0.94160065,0.620947674,6.553184427,0.562651027,0,0.124691121,-0.079706469,2.325254059,2.252407755
9,15.67041016,24.85839844,17.47439575,30.94206407,44.69622913,32.31925756,112.4698248,0.963141621,0.714114707,5.068719355,0.662430593,0,-0.34754662,0.479662362,2.403143212,2.351269696
0,39.78752136,56.52713013,44.35015869,45.0603017,61.86871044,50.22266135,118.9554369,0.980639672,0.53844741,7.581456544,0.441440362,0,-0.078876925,0.096677706,2.188805062,2.228391106
7,48.77337646,74.99273682,50.00149536,47.58618315,69.87980518,48.83486045,229.6662961,0.968735144,0.446858429,8.749474793,0.359447159,0,0.023769681,-0.347904202,2.118910667,2.07025424
0,31.03483582,48.54516602,38.1428833,34.97434656,52.551325,42.34607712,136.729599,0.967738064,0.514715187,7.814860413,0.415688679,0,-0.231526719,-0.282018924,2.329806693,2.190705028
6,23.01321411,34.29025269,23.1075592,36.85528401,52.15850014,37.82567743,120.1129399,0.971440519,0.668347757,5.751636348,0.601493994,0,-0.003752349,-0.418609734,2.328510542,2.40062638
1,26.06082153,39.30755615,26.24565125,43.95531198,60.55720815,45.10871813,223.9224403,0.96115253,0.625860098,6.633820195,0.548610656,0,0.079419762,-0.098915814,2.117351506,1.946836939
6,30.7315979,40.03811646,27.12162781,49.83490303,62.1125774,47.04858833,298.7985935,0.953444006,0.637264582,6.377867278,0.585947288,0,-0.039542717,-0.182935647,2.237096475,2.255944287
4,20.06010437,32.94532776,20.10394287,35.96396916,54.55830402,35.89707176,214.489708,0.950777748,0.696601777,5.286606709,0.650428741,0,-0.158092453,-0.07519028,2.04619397,1.982758367
2,41.3830719,54.34277344,35.97758484,52.03237406,67.59558751,45.38877539,118.1262387,0.983824038,0.603466366,6.397872832,0.531986505,0,-0.005354343,-0.19271995,2.213465532,2.006520534
0,28.07649231,45.1275177,33.23005676,35.98395722,55.6475542,41.97896675,98.3615502,0.978762402,0.586452313,6.906924754,0.49014036,0,0.06129102,-0.302580622,2.355040779,2.137681089
0,36.66790771,54.0383606,40.31005859,39.92727389,57.48040538,44.20753461,114.9634699,0.977588575,0.520629442,7.759105137,0.415814264,0,-0.317233305,-0.339990281,2.44403777,2.235520342
9,27.10198975,39.17082214,21.56756592,45.06377661,61.54594636,37.58638342,195.1165624,0.966223823,0.649469842,6.172819879,0.590967211,0,0.223379786,0.019442381,2.444640465,2.088935372
4,21.55874634,33.07785034,22.29421997,33.81442686,48.70187598,34.65149958,188.4873767,0.948010174,0.62559152,6.39495159,0.56370684,0,0.129198735,-0.084818645,2.271084904,2.104671645
9,25.38424683,35.63800049,21.11557007,41.47660589,55.41453445,33.88842387,154.3488412,0.967396784,0.674882452,5.588146853,0.623629405,0,-0.048136985,0.21197659,2.097725029,2.479606227
0,28.97988892,43.79537964,36.37199402,35.37363466,51.91482876,43.77731676,118.4644951,0.97202216,0.565107223,7.08990232,0.476281811,0,-0.092107661,-0.37846661,2.565694414,2.130702684
8,10.206604,17.55947876,8.727935791,25.0806994,39.21209989,21.9020456,138.8543421,0.935542798,0.780139141,4.024677306,0.722884292,0,0.075624369,-0.253699086,2.273374476,2.065970376
3,24.21202087,32.24118042,22.23458862,48.11781744,62.84181529,44.2336743,114.0648469,0.982054111,0.774013119,4.104007911,0.703754376,0,-0.063749947,0.185060993,2.063644389,1.970152864
7,27.60865784,41.23599243,24.18356323,40.74734961,57.55687815,36.03363918,160.8119854,0.96780254,0.618133462,6.561768961,0.548153969,0,0.093177344,-0.433927499,2.110812633,2.477717421
9,30.99987793,46.96231079,32.13606262,40.15069917,57.22370259,40.42713566,167.7961045,0.966465835,0.55022824,7.511245935,0.46322818,0,0.212788744,-0.060794286,1.986662633,2.056856006
6,5.068786621,6.349960327,3.815414429,22.76616653,27.38623336,18.31774705,112.5679906,0.909760817,0.926335564,1.408834551,0.913419462,0,-0.294374312,-0.665170957,2.161753085,2.634365083
9,13.97343445,24.06967163,15.35688782,30.08428882,46.28632341,30.98014189,92.35293403,0.970458233,0.739789612,4.694437804,0.68529754,0,0.44291991,0.209572355,2.292884908,2.31632512
9,21.26533508,33.87620544,21.62252808,37.97662982,54.68901012,37.28265099,183.0653153,0.959503548,0.654060794,6.087871282,0.594577211,0,0.295596883,-0.354074723,2.357092318,2.204251728
8,20.01002502,30.88624573,18.19952393,35.37108456,51.3048533,33.75556663,159.4169692,0.959664435,0.687204938,5.474205096,0.637792624,0,0.185706045,-0.145987618,2.350121952,1.967442437
6,17.33236694,29.65673828,19.69284058,29.5662043,48.65667775,33.41070016,96.14872543,0.971635439,0.711947749,4.959630312,0.648099505,0,-0.084881714,-0.142704424,2.337400456,2.144168304
0,30.27761841,45.37937927,35.57382202,34.40026172,49.35769675,39.33120411,122.9224836,0.967690149,0.525870092,7.581295961,0.424902853,0,0.092063339,-0.166321614,2.384194503,2.020908706
2,38.41748047,52.73445129,33.54658508,49.99009633,67.7633784,43.67785132,117.0452743,0.983567236,0.614241857,6.226315976,0.539023763,0,0.107308751,-0.206135705,2.207362041,2.092352597
2,32.18977356,38.11557007,27.28044128,51.26408123,59.58106213,44.75778399,278.6464368,0.954679294,0.659184416,5.918450198,0.612084614,0,-0.127817505,-0.314815774,2.086280138,2.159937863
1,29.70968628,39.90608215,28.08364868,40.28199709,51.70090665,40.41986094,175.3763616,0.960057413,0.561716952,7.432823788,0.477801984,0,0.018852172,-0.491351458,2.566040088,2.316591074
9,29.00592041,44.84381104,29.771698,41.2341518,57.50101971,40.25060241,258.157867,0.9493386,0.540441714,7.805149512,0.465567736,0,0.193353515,-0.124060882,2.171430453,2.060137339
0,48.81459045,70.12637329,50.81118774,48.0288149,66.6928207,50.03887643,161.6231316,0.976829359,0.460255271,8.586293459,0.369483034,0,0.054766022,-0.167791578,2.153532183,2.030772306
6,30.6932373,46.15499878,37.98071289,44.45023964,61.32008027,53.0023532,318.1177593,0.947826004,0.575442499,7.279201936,0.521534209,0,0.209126444,-0.244367638,2.295183631,2.003778329
0,40.58592224,61.35124207,48.13095093,39.70415039,57.80651254,47.07653683,122.874671,0.976393608,0.472436524,8.463564501,0.357707977,0,-0.079887392,-0.167540828,2.152647267,2.007915694
1,25.12265015,33.15460205,19.22598267,36.62461465,46.46523299,28.7469054,134.9184018,0.960596529,0.596544821,6.778983564,0.514714544,0,0.159859676,-0.06963052,2.451171494,2.377936242
6,25.79956055,38.35812378,29.40727234,39.55430772,54.33212138,43.29707315,249.000584,0.94722495,0.606980144,6.712401951,0.551418425,0,0.224823026,-0.256198254,2.222492219,2.110504684
0,41.30021667,59.9954071,49.0153656,41.27562093,58.11044551,48.64420448,129.7281562,0.975911165,0.465072276,8.605239025,0.361631844,0,0.062099385,-0.226865399,2.129783384,2.241782603
6,28.32044983,36.3274231,24.43238831,49.60924078,61.60098042,44.56616819,284.8355585,0.954670691,0.695283384,5.410534098,0.64910325,0,-0.094484186,-0.285477446,2.278700948,2.179602065
2,37.23532104,57.57585144,32.05126953,38.90440525,58.67786137,33.70146832,123.2708181,0.975141309,0.517578265,7.389124791,0.414218726,0,-0.182862838,-0.217666862,2.342823321,2.079250898
1,31.96556091,44.80029297,29.16220093,37.3752791,50.4885613,36.4651632,162.3858797,0.95947035,0.501990887,8.110832034,0.409032455,0,-0.119259081,-0.18843206,2.183785456,2.087819444
2,46.66612244,59.73397827,43.19863892,60.3993368,76.94274182,55.92324011,110.5114822,0.988608123,0.635933336,5.922490579,0.545095541,0,-0.059869076,-0.211687333,2.136842976,2.056037539
9,35.23149109,50.88232422,29.29255676,45.08222114,61.2566889,36.98343923,286.3826794,0.949883183,0.542115669,7.62900386,0.477505295,0,-0.041477909,-0.148312046,1.916109343,2.029827082
0,32.64006042,46.09274292,32.72787476,37.3518371,50.95708864,38.39641377,113.1101754,0.972470151,0.519573408,7.917949101,0.420851858,0,0.069800724,0.032548741,2.184431366,2.012328825
0,40.84431458,56.66055298,44.43457031,44.6895218,60.29262579,48.75020399,147.7846328,0.974868628,0.506354198,8.040015116,0.416471022,0,-0.038004091,-0.30997209,2.18691267,2.219963275
2,45.55941772,54.79551697,37.41195679,55.16168592,64.63942072,47.67239833,386.5454926,0.945982539,0.512660656,8.163396584,0.451856392,0,-0.05332401,-0.194356403,2.226188058,2.115120486
3,41.62812805,52.74797058,39.97935486,57.95031427,72.34943453,56.63357056,227.7049678,0.974048275,0.603907052,6.713204816,0.527738322,0,-0.006178311,-0.199837425,2.181178523,1.916239643
0,35.83650208,52.53204346,43.66004944,38.37211854,54.53558793,46.30921061,154.2962749,0.967473126,0.49042964,8.119951327,0.397601865,0,0.084187485,-0.145083593,2.200596601,2.131141393
